"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length"
"PcyM_1350600","PcyM_1350600-t36_1","P. cynomolgi strain M","PcyM_13:2,014,006..2,019,176(+)","DNA mismatch repair protein, putative","4470"
"PcyM_1350700","PcyM_1350700-t36_1","P. cynomolgi strain M","PcyM_13:2,019,329..2,022,343(-)","conserved Plasmodium protein, unknown function","3015"
"PcyM_1350800","PcyM_1350800-t36_1","P. cynomolgi strain M","PcyM_13:2,022,755..2,023,615(-)","trafficking protein particle complex subunit 1, putative","570"
"PcyM_1350900","PcyM_1350900-t36_1","P. cynomolgi strain M","PcyM_13:2,024,612..2,029,158(+)","GTPase-activating protein, putative","3120"
"PcyM_1351000","PcyM_1351000-t36_1","P. cynomolgi strain M","PcyM_13:2,030,016..2,033,314(-)","conserved Plasmodium protein, unknown function","2328"
"PcyM_1351100","PcyM_1351100-t36_1","P. cynomolgi strain M","PcyM_13:2,035,591..2,036,535(-)","conserved Plasmodium protein, unknown function","945"
"PcyM_1351200","PcyM_1351200-t36_1","P. cynomolgi strain M","PcyM_13:2,040,219..2,042,846(+)","conserved Plasmodium protein, unknown function","2628"
"PcyM_1351400","PcyM_1351400-t36_1","P. cynomolgi strain M","PcyM_13:2,045,316..2,046,401(+)","conserved Plasmodium protein, unknown function","1086"
"PcyM_1351500","PcyM_1351500-t36_1","P. cynomolgi strain M","PcyM_13:2,048,045..2,054,510(+)","adenylyl cyclase alpha, putative","2670"
"PcyM_1351600","PcyM_1351600-t36_1","P. cynomolgi strain M","PcyM_13:2,055,041..2,056,465(-)","rRNA biogenesis protein RRP5, putative","1425"
"PcyM_1351700","PcyM_1351700-t36_1","P. cynomolgi strain M","PcyM_13:2,057,921..2,058,460(-)","50S ribosomal protein L16, putative","540"
"PcyM_1351800","PcyM_1351800-t36_1","P. cynomolgi strain M","PcyM_13:2,059,895..2,060,389(-)","secreted ookinete adhesive protein, putative","495"
"PcyM_1351900","PcyM_1351900-t36_1","P. cynomolgi strain M","PcyM_13:2,061,994..2,062,535(-)","conserved Plasmodium protein, unknown function","399"
"PcyM_1352000","PcyM_1352000-t36_1","P. cynomolgi strain M","PcyM_13:2,065,230..2,065,771(+)","cytochrome c, putative","354"
"PcyM_1352100","PcyM_1352100-t36_1","P. cynomolgi strain M","PcyM_13:2,066,702..2,067,459(-)","DNA-directed RNA polymerase II subunit RPB4, putative","516"
"PcyM_1352200","PcyM_1352200-t36_1","P. cynomolgi strain M","PcyM_13:2,069,174..2,070,070(+)","serine/threonine protein phosphatase CPPED1, putative","897"
"PcyM_1352300","PcyM_1352300-t36_1","P. cynomolgi strain M","PcyM_13:2,070,864..2,076,040(+)","nuclear formin-like protein, putative","4992"
"PcyM_1352400","PcyM_1352400-t36_1","P. cynomolgi strain M","PcyM_13:2,078,255..2,079,654(+)","translocation associated membrane protein, putative","1080"
"PcyM_1352500","PcyM_1352500-t36_1","P. cynomolgi strain M","PcyM_13:2,080,555..2,081,254(-)","selenoprotein, putative","357"
"PcyM_1352600","PcyM_1352600-t36_1","P. cynomolgi strain M","PcyM_13:2,081,813..2,083,878(+)","dynein light chain, putative","813"
"PcyM_1352700","PcyM_1352700-t36_1","P. cynomolgi strain M","PcyM_13:2,084,127..2,088,475(-)","conserved Plasmodium protein, unknown function","1932"
"PcyM_1352800","PcyM_1352800-t36_1","P. cynomolgi strain M","PcyM_13:2,089,081..2,092,974(+)","conserved Plasmodium protein, unknown function","3894"
"PcyM_1352900","PcyM_1352900-t36_1","P. cynomolgi strain M","PcyM_13:2,093,964..2,094,986(+)","conserved Plasmodium protein, unknown function","1023"
"PcyM_1353000","PcyM_1353000-t36_1","P. cynomolgi strain M","PcyM_13:2,096,612..2,102,195(+)","condensin complex subunit 1, putative","5583"
"PcyM_1353100","PcyM_1353100-t36_1","P. cynomolgi strain M","PcyM_13:2,103,120..2,106,016(-)","conserved Plasmodium protein, unknown function","1308"
"PcyM_1353200","PcyM_1353200-t36_1","P. cynomolgi strain M","PcyM_13:2,107,121..2,109,610(-)","conserved Plasmodium protein, unknown function","2490"
"PcyM_1353300","PcyM_1353300-t36_1","P. cynomolgi strain M","PcyM_13:2,110,123..2,116,239(-)","conserved Plasmodium protein, unknown function","5535"
"PcyM_1353400","PcyM_1353400-t36_1","P. cynomolgi strain M","PcyM_13:2,118,315..2,121,742(+)","U2 snRNP-associated SURP motif-containing protein, putative","1986"
"PcyM_1353500","PcyM_1353500-t36_1","P. cynomolgi strain M","PcyM_13:2,124,379..2,124,461(+)","small nucleolar RNA snoR22","83"
"PcyM_1353600","PcyM_1353600-t36_1","P. cynomolgi strain M","PcyM_13:2,123,442..2,124,975(+)","ubiquitin-40S ribosomal protein S27a, putative","450"
"PcyM_1353700","PcyM_1353700-t36_1","P. cynomolgi strain M","PcyM_13:2,126,355..2,128,019(+)","U1 small nuclear ribonucleoprotein C, putative","1665"
"PcyM_1353800","PcyM_1353800-t36_1","P. cynomolgi strain M","PcyM_13:2,129,670..2,131,517(+)","26S proteasome regulatory subunit RPN6, putative","1848"
"PcyM_1353900","PcyM_1353900-t36_1","P. cynomolgi strain M","PcyM_13:2,132,037..2,132,600(-)","conserved Plasmodium protein, unknown function","564"
"PcyM_1354000","PcyM_1354000-t36_1","P. cynomolgi strain M","PcyM_13:2,134,404..2,136,713(-)","conserved Plasmodium protein, unknown function","2310"
"PcyM_1354100","PcyM_1354100-t36_1","P. cynomolgi strain M","PcyM_13:2,138,082..2,141,773(+)","conserved Plasmodium protein, unknown function","1518"
"PcyM_1354200","PcyM_1354200-t36_1","P. cynomolgi strain M","PcyM_13:2,142,367..2,144,999(+)","conserved Plasmodium protein, unknown function","1320"
"PcyM_1354300","PcyM_1354300-t36_1","P. cynomolgi strain M","PcyM_13:2,146,579..2,147,904(-)","choline kinase, putative","1326"
"PcyM_1354400","PcyM_1354400-t36_1","P. cynomolgi strain M","PcyM_13:2,154,469..2,155,260(+)","conserved Plasmodium protein, unknown function","792"
"PcyM_1354500","PcyM_1354500-t36_1","P. cynomolgi strain M","PcyM_13:2,159,547..2,160,853(-)","PIR protein","1050"
"PcyM_1354600","PcyM_1354600-t36_1","P. cynomolgi strain M","PcyM_13:2,168,101..2,171,212(+)","PIR protein","2541"
"PcyM_1354700","PcyM_1354700-t36_1","P. cynomolgi strain M","PcyM_13:2,175,681..2,177,589(+)","PIR protein","1617"
"PcyM_1354800","PcyM_1354800-t36_1","P. cynomolgi strain M","PcyM_13:2,180,766..2,181,852(-)","PIR protein","954"
"PcyM_1354820","PcyM_1354820-t36_1","P. cynomolgi strain M","PcyM_13:2,183,572..2,184,335(-)","PIR protein, pseudogene","762"
"PcyM_1354900","PcyM_1354900-t36_1","P. cynomolgi strain M","PcyM_13:2,191,084..2,192,734(-)","PIR protein","1389"
"PcyM_1355000","PcyM_1355000-t36_1","P. cynomolgi strain M","PcyM_13:2,195,811..2,197,392(+)","PIR protein","1311"
"PcyM_1355100","PcyM_1355100-t36_1","P. cynomolgi strain M","PcyM_13:2,203,463..2,205,275(-)","PIR protein","1710"
"PcyM_1355200","PcyM_1355200-t36_1","P. cynomolgi strain M","PcyM_13:2,211,636..2,213,528(-)","PIR protein","1452"
"PcyM_1355300","PcyM_1355300-t36_1","P. cynomolgi strain M","PcyM_13:2,216,736..2,218,409(-)","PIR protein, pseudogene","1416"
"PcyM_1355400","PcyM_1355400-t36_1","P. cynomolgi strain M","PcyM_13:2,222,151..2,223,755(+)","PIR protein","1341"
"PcyM_1355500","PcyM_1355500-t36_1","P. cynomolgi strain M","PcyM_13:2,229,124..2,230,708(-)","PIR protein","1365"
"PcyM_1355600","PcyM_1355600-t36_1","P. cynomolgi strain M","PcyM_13:2,232,931..2,234,017(-)","PIR protein, pseudogene","960"
"PcyM_1355700","PcyM_1355700-t36_1","P. cynomolgi strain M","PcyM_13:2,236,820..2,238,736(+)","PIR protein","1662"
"PcyM_1355800","PcyM_1355800-t36_1","P. cynomolgi strain M","PcyM_13:2,241,716..2,242,945(-)","PIR protein","954"
"PcyM_1355900","PcyM_1355900-t36_1","P. cynomolgi strain M","PcyM_13:2,248,562..2,249,921(+)","PIR protein","1098"
"PcyM_1356000","PcyM_1356000-t36_1","P. cynomolgi strain M","PcyM_13:2,251,063..2,252,733(+)","methyltransferase, putative, pseudogene","1635"
"PcyM_1356200","PcyM_1356200-t36_1","P. cynomolgi strain M","PcyM_13:2,255,455..2,256,645(+)","PIR protein","933"
"PcyM_1356300","PcyM_1356300-t36_1","P. cynomolgi strain M","PcyM_13:2,260,901..2,262,310(-)","PIR protein","1149"
"PcyM_1356400","PcyM_1356400-t36_1","P. cynomolgi strain M","PcyM_13:2,264,221..2,264,954(-)","PIR protein, pseudogene","726"
"PcyM_1400100","PcyM_1400100-t36_1","P. cynomolgi strain M","PcyM_14:358..1,859(+)","PIR protein","1239"
"PcyM_1400200","PcyM_1400200-t36_1","P. cynomolgi strain M","PcyM_14:7,384..9,276(-)","PIR protein","1590"
"PcyM_1400300","PcyM_1400300-t36_1","P. cynomolgi strain M","PcyM_14:10,608..12,105(-)","PIR protein","1257"
"PcyM_1400400","PcyM_1400400-t36_1","P. cynomolgi strain M","PcyM_14:16,350..17,313(-)","PIR protein, pseudogene","849"
"PcyM_1400500","PcyM_1400500-t36_1","P. cynomolgi strain M","PcyM_14:21,553..22,557(-)","PIR protein","879"
"PcyM_1400600","PcyM_1400600-t36_1","P. cynomolgi strain M","PcyM_14:27,859..29,355(-)","PIR protein","1251"
"PcyM_1400700","PcyM_1400700-t36_1","P. cynomolgi strain M","PcyM_14:32,233..33,133(+)","PIR protein, pseudogene","774"
"PcyM_1400800","PcyM_1400800-t36_1","P. cynomolgi strain M","PcyM_14:35,448..36,908(-)","Plasmodium exported protein (PHIST), unknown function","1248"
"PcyM_1400850","PcyM_1400850-t36_1","P. cynomolgi strain M","PcyM_14:39,041..39,947(+)","PIR protein, pseudogene","777"
"PcyM_1400870","PcyM_1400870-t36_1","P. cynomolgi strain M","PcyM_14:40,057..40,347(-)","PIR protein, pseudogene","291"
"PcyM_1400900","PcyM_1400900-t36_1","P. cynomolgi strain M","PcyM_14:42,964..45,692(+)","STP1 protein, pseudogene","2571"
"PcyM_1401000","PcyM_1401000-t36_1","P. cynomolgi strain M","PcyM_14:48,176..49,199(+)","Plasmodium exported protein, unknown function","861"
"PcyM_1401100","PcyM_1401100-t36_1","P. cynomolgi strain M","PcyM_14:54,234..55,352(-)","PIR protein","834"
"PcyM_1401200","PcyM_1401200-t36_1","P. cynomolgi strain M","PcyM_14:60,972..62,692(-)","Plasmodium exported protein (PHIST), unknown function","1509"
"PcyM_1401220","PcyM_1401220-t36_1","P. cynomolgi strain M","PcyM_14:64,823..65,730(+)","PIR protein, pseudogene","777"
"PcyM_1401240","PcyM_1401240-t36_1","P. cynomolgi strain M","PcyM_14:65,739..66,092(-)","PIR protein, pseudogene","354"
"PcyM_1401260","PcyM_1401260-t36_1","P. cynomolgi strain M","PcyM_14:68,242..69,030(+)","Plasmodium exported protein, unknown function, pseudogene","666"
"PcyM_1401300","PcyM_1401300-t36_1","P. cynomolgi strain M","PcyM_14:74,274..75,145(+)","Plasmodium exported protein, unknown function","741"
"PcyM_1401400","PcyM_1401400-t36_1","P. cynomolgi strain M","PcyM_14:79,217..80,021(+)","Plasmodium exported protein (PHIST), unknown function","678"
"PcyM_1401500","PcyM_1401500-t36_1","P. cynomolgi strain M","PcyM_14:83,172..84,494(+)","Plasmodium exported protein, unknown function","1188"
"PcyM_1401600","PcyM_1401600-t36_1","P. cynomolgi strain M","PcyM_14:88,305..89,378(+)","Plasmodium exported protein, unknown function","936"
"PcyM_1401700","PcyM_1401700-t36_1","P. cynomolgi strain M","PcyM_14:91,145..92,419(+)","Plasmodium exported protein, unknown function","1146"
"PcyM_1401800","PcyM_1401800-t36_1","P. cynomolgi strain M","PcyM_14:97,907..98,680(-)","Plasmodium exported protein, unknown function","597"
"PcyM_1401900","PcyM_1401900-t36_1","P. cynomolgi strain M","PcyM_14:103,550..105,769(+)","Plasmodium exported protein, unknown function","2055"
"PcyM_1402000","PcyM_1402000-t36_1","P. cynomolgi strain M","PcyM_14:107,867..113,143(-)","cytoadherence linked asexual protein, putative","4242"
"PcyM_1402100","PcyM_1402100-t36_1","P. cynomolgi strain M","PcyM_14:119,402..120,167(+)","Plasmodium exported protein, unknown function","615"
"PcyM_1402200","PcyM_1402200-t36_1","P. cynomolgi strain M","PcyM_14:123,311..124,060(-)","Plasmodium exported protein, unknown function","618"
"PcyM_1402300","PcyM_1402300-t36_1","P. cynomolgi strain M","PcyM_14:128,233..129,234(+)","tryptophan-rich antigen","828"
"PcyM_1402400","PcyM_1402400-t36_1","P. cynomolgi strain M","PcyM_14:131,534..133,084(-)","lysophospholipase, putative","1551"
"PcyM_1402500","PcyM_1402500-t36_1","P. cynomolgi strain M","PcyM_14:138,908..139,370(+)","hypothetical protein","300"
"PcyM_1402600","PcyM_1402600-t36_1","P. cynomolgi strain M","PcyM_14:143,432..144,455(+)","Plasmodium exported protein, unknown function","861"
"PcyM_1402700","PcyM_1402700-t36_1","P. cynomolgi strain M","PcyM_14:147,592..148,996(+)","Plasmodium exported protein, unknown function","1083"
"PcyM_1402900","PcyM_1402900-t36_1","P. cynomolgi strain M","PcyM_14:152,852..153,947(+)","Plasmodium exported protein, unknown function","933"
"PcyM_1402950","PcyM_1402950-t36_1","P. cynomolgi strain M","PcyM_14:159,498..159,812(+)","reticulocyte-binding protein, putative, pseudogene","315"
"PcyM_1403000","PcyM_1403000-t36_1","P. cynomolgi strain M","PcyM_14:162,143..162,926(+)","conserved Plasmodium protein, unknown function","567"
"PcyM_1403100","PcyM_1403100-t36_1","P. cynomolgi strain M","PcyM_14:164,430..165,143(-)","conserved Plasmodium protein, unknown function","576"
"PcyM_1403200","PcyM_1403200-t36_1","P. cynomolgi strain M","PcyM_14:169,264..170,313(-)","Plasmodium exported protein, unknown function","819"
"PcyM_1403300","PcyM_1403300-t36_1","P. cynomolgi strain M","PcyM_14:174,158..175,122(-)","Plasmodium exported protein, unknown function","714"
"PcyM_1403400","PcyM_1403400-t36_1","P. cynomolgi strain M","PcyM_14:177,677..179,065(-)","hypothetical protein","1389"
"PcyM_1403500","PcyM_1403500-t36_1","P. cynomolgi strain M","PcyM_14:182,075..182,809(-)","gametocyte associated protein, putative","735"
"PcyM_1403600","PcyM_1403600-t36_1","P. cynomolgi strain M","PcyM_14:185,980..186,621(-)","early transcribed membrane protein","642"
"PcyM_1403700","PcyM_1403700-t36_1","P. cynomolgi strain M","PcyM_14:190,056..190,750(-)","hypothetical protein","408"
"PcyM_1403800","PcyM_1403800-t36_1","P. cynomolgi strain M","PcyM_14:193,194..195,006(-)","conserved Plasmodium protein, unknown function","486"
"PcyM_1403900","PcyM_1403900-t36_1","P. cynomolgi strain M","PcyM_14:196,752..205,369(-)","conserved Plasmodium protein, unknown function","8022"
"PcyM_1404000","PcyM_1404000-t36_1","P. cynomolgi strain M","PcyM_14:208,296..209,336(-)","deoxyhypusine hydroxylase, putative","1041"
"PcyM_1404100","PcyM_1404100-t36_1","P. cynomolgi strain M","PcyM_14:210,647..215,764(+)","DEAD/DEAH box ATP-dependent RNA helicase, putative","4782"
"PcyM_1404200","PcyM_1404200-t36_1","P. cynomolgi strain M","PcyM_14:216,581..217,359(-)","40S ribosomal protein S7, putative","585"
"PcyM_1404400","PcyM_1404400-t36_1","P. cynomolgi strain M","PcyM_14:220,494..223,178(+)","conserved Plasmodium protein, unknown function","2685"
"PcyM_1404500","PcyM_1404500-t36_1","P. cynomolgi strain M","PcyM_14:224,189..225,086(+)","conserved Plasmodium protein, unknown function","354"
"PcyM_1404600","PcyM_1404600-t36_1","P. cynomolgi strain M","PcyM_14:225,399..226,258(+)","methyltransferase-like protein, putative","672"
"PcyM_1404700","PcyM_1404700-t36_1","P. cynomolgi strain M","PcyM_14:227,246..228,602(-)","SNARE protein, putative","627"
"PcyM_1404800","PcyM_1404800-t36_1","P. cynomolgi strain M","PcyM_14:229,830..230,789(+)","conserved Plasmodium protein, unknown function","960"
"PcyM_1404900","PcyM_1404900-t36_1","P. cynomolgi strain M","PcyM_14:233,376..236,177(-)","LisH domain-containing protein, putative","2802"
"PcyM_1405000","PcyM_1405000-t36_1","P. cynomolgi strain M","PcyM_14:240,669..246,235(-)","sodium/hydrogen exchanger, Na+, H+ antiporter, putative","5238"
"PcyM_1405100","PcyM_1405100-t36_1","P. cynomolgi strain M","PcyM_14:249,231..249,856(+)","conserved Plasmodium protein, unknown function","369"
"PcyM_1405200","PcyM_1405200-t36_1","P. cynomolgi strain M","PcyM_14:251,355..254,841(+)","conserved Plasmodium protein, unknown function","2772"
"PcyM_1405300","PcyM_1405300-t36_1","P. cynomolgi strain M","PcyM_14:255,431..282,163(-)","conserved Plasmodium protein, unknown function","26733"
"PcyM_1405400","PcyM_1405400-t36_1","P. cynomolgi strain M","PcyM_14:285,836..287,147(+)","conserved Plasmodium protein, unknown function","612"
"PcyM_1405500","PcyM_1405500-t36_1","P. cynomolgi strain M","PcyM_14:287,846..291,198(-)","chromosome condensation protein, putative","2808"
"PcyM_1405600","PcyM_1405600-t36_1","P. cynomolgi strain M","PcyM_14:293,565..296,667(-)","DNA ligase I, putative","2748"
"PcyM_1405700","PcyM_1405700-t36_1","P. cynomolgi strain M","PcyM_14:298,371..300,069(-)","CorA-like Mg2+ transporter protein, putative","1515"
"PcyM_1405800","PcyM_1405800-t36_1","P. cynomolgi strain M","PcyM_14:302,468..303,049(+)","conserved Plasmodium protein, unknown function","582"
"PcyM_1405900","PcyM_1405900-t36_1","P. cynomolgi strain M","PcyM_14:303,629..305,616(-)","conserved Plasmodium protein, unknown function","1701"
"PcyM_1406000","PcyM_1406000-t36_1","P. cynomolgi strain M","PcyM_14:307,549..308,181(-)","small heat shock protein, putative","633"
"PcyM_1406100","PcyM_1406100-t36_1","P. cynomolgi strain M","PcyM_14:310,499..313,906(+)","conserved Plasmodium protein, unknown function","3408"
"PcyM_1406200","PcyM_1406200-t36_1","P. cynomolgi strain M","PcyM_14:314,395..316,062(+)","cyclin, putative","828"
"PcyM_1406300","PcyM_1406300-t36_1","P. cynomolgi strain M","PcyM_14:318,308..323,399(-)","NLI interacting factor-like phosphatase, putative","3792"
"PcyM_1406400","PcyM_1406400-t36_1","P. cynomolgi strain M","PcyM_14:326,997..328,252(+)","DNA-directed RNA polymerase 2, putative","381"
"PcyM_1406500","PcyM_1406500-t36_1","P. cynomolgi strain M","PcyM_14:329,495..333,715(+)","conserved Plasmodium protein, unknown function","4221"
"PcyM_1406600","PcyM_1406600-t36_1","P. cynomolgi strain M","PcyM_14:334,736..335,992(-)","conserved Plasmodium protein, unknown function","1257"
"PcyM_1406700","PcyM_1406700-t36_1","P. cynomolgi strain M","PcyM_14:337,296..338,306(+)","transcription factor with AP2 domain(s), putative","1011"
"PcyM_1406800","PcyM_1406800-t36_1","P. cynomolgi strain M","PcyM_14:338,822..349,364(-)","conserved Plasmodium protein, unknown function","10386"
"PcyM_1406900","PcyM_1406900-t36_1","P. cynomolgi strain M","PcyM_14:351,661..353,778(-)","AAR2 protein, putative","1938"
"PcyM_1407000","PcyM_1407000-t36_1","P. cynomolgi strain M","PcyM_14:354,573..357,001(+)","mitogen-activated protein kinase phosphatase 1, putative, pseudogene","2421"
"PcyM_1407100","PcyM_1407100-t36_1","P. cynomolgi strain M","PcyM_14:357,819..358,990(-)","membrane integral peptidase, M50 family, putative","993"
"PcyM_1407200","PcyM_1407200-t36_1","P. cynomolgi strain M","PcyM_14:361,416..362,018(+)","conserved Plasmodium protein, unknown function","603"
"PcyM_1407300","PcyM_1407300-t36_1","P. cynomolgi strain M","PcyM_14:362,809..363,651(+)","conserved Plasmodium protein, unknown function","843"
"PcyM_1407400","PcyM_1407400-t36_1","P. cynomolgi strain M","PcyM_14:365,595..367,497(-)","conserved Plasmodium protein, unknown function","1542"
"PcyM_1407500","PcyM_1407500-t36_1","P. cynomolgi strain M","PcyM_14:370,331..374,449(+)","conserved Plasmodium protein, unknown function","4119"
"PcyM_1407600","PcyM_1407600-t36_1","P. cynomolgi strain M","PcyM_14:375,610..376,023(+)","conserved Plasmodium protein, unknown function","414"
"PcyM_1407700","PcyM_1407700-t36_1","P. cynomolgi strain M","PcyM_14:377,069..378,499(-)","conserved Plasmodium protein, unknown function","1431"
"PcyM_1407800","PcyM_1407800-t36_1","P. cynomolgi strain M","PcyM_14:381,047..384,383(+)","SAM dependent methyltransferase, putative","2280"
"PcyM_1407900","PcyM_1407900-t36_1","P. cynomolgi strain M","PcyM_14:384,895..386,076(-)","26S protease regulatory subunit 10B, putative","1182"
"PcyM_1408000","PcyM_1408000-t36_1","P. cynomolgi strain M","PcyM_14:389,403..401,840(+)","MORN repeat protein, putative","12438"
