"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length","Is Pseudo"
"PocGH01_12034500","PocGH01_12034500.1","P. ovale curtisi GH01","PocGH01_12_v1:969,965..971,182(-)","conserved Plasmodium protein, unknown function","405","No"
"PocGH01_12034600","PocGH01_12034600.1","P. ovale curtisi GH01","PocGH01_12_v1:972,369..974,012(-)","ribose-phosphate pyrophosphokinase, putative","1644","No"
"PocGH01_12034700","PocGH01_12034700.1","P. ovale curtisi GH01","PocGH01_12_v1:977,086..977,958(+)","regulator of nonsense transcripts 3B, putative","873","No"
"PocGH01_12034800","PocGH01_12034800.1","P. ovale curtisi GH01","PocGH01_12_v1:978,911..979,549(-)","nicotinamide/nicotinic acid mononucleotide adenylyltransferase, putative","639","No"
"PocGH01_12034900","PocGH01_12034900.1","P. ovale curtisi GH01","PocGH01_12_v1:981,203..984,245(-)","conserved protein, unknown function","2643","No"
"PocGH01_12035000","PocGH01_12035000.1","P. ovale curtisi GH01","PocGH01_12_v1:986,018..986,920(+)","conserved Plasmodium protein, unknown function","903","No"
"PocGH01_12035100","PocGH01_12035100.1","P. ovale curtisi GH01","PocGH01_12_v1:988,789..993,702(-)","conserved Plasmodium protein, unknown function","4914","No"
"PocGH01_12035200","PocGH01_12035200.1","P. ovale curtisi GH01","PocGH01_12_v1:995,394..996,242(-)","ribonuclease P protein subunit RPR2, putative","849","No"
"PocGH01_12035300","PocGH01_12035300.1","P. ovale curtisi GH01","PocGH01_12_v1:997,635..1,000,699(+)","conserved protein, unknown function","1011","No"
"PocGH01_12035400","PocGH01_12035400.1","P. ovale curtisi GH01","PocGH01_12_v1:1,001,226..1,004,707(+)","conserved Plasmodium protein, unknown function","3228","No"
"PocGH01_12035500","PocGH01_12035500.1","P. ovale curtisi GH01","PocGH01_12_v1:1,005,563..1,008,838(+)","conserved Plasmodium protein, unknown function","3276","No"
"PocGH01_12035600","PocGH01_12035600.1","P. ovale curtisi GH01","PocGH01_12_v1:1,009,514..1,010,788(+)","syntaxin, Qa-SNARE family, putative","1275","No"
"PocGH01_12035700","PocGH01_12035700.1","P. ovale curtisi GH01","PocGH01_12_v1:1,011,738..1,013,477(-)","conserved Apicomplexan protein, unknown function","1740","No"
"PocGH01_12035800","PocGH01_12035800.1","P. ovale curtisi GH01","PocGH01_12_v1:1,017,032..1,030,061(-)","conserved Plasmodium protein, unknown function","12906","No"
"PocGH01_12035900","PocGH01_12035900.1","P. ovale curtisi GH01","PocGH01_12_v1:1,033,422..1,039,727(+)","conserved Plasmodium protein, unknown function","6306","No"
"PocGH01_12036000","PocGH01_12036000.1","P. ovale curtisi GH01","PocGH01_12_v1:1,040,944..1,043,933(+)","translation initiation factor eIF-2B subunit gamma, putative","1428","No"
"PocGH01_12036100","PocGH01_12036100.1","P. ovale curtisi GH01","PocGH01_12_v1:1,045,386..1,047,182(+)","RNA-binding protein, putative","1797","No"
"PocGH01_12036200","PocGH01_12036200.1","P. ovale curtisi GH01","PocGH01_12_v1:1,048,274..1,049,427(+)","conserved Plasmodium protein, unknown function","762","No"
"PocGH01_12036300","PocGH01_12036300.1","P. ovale curtisi GH01","PocGH01_12_v1:1,049,646..1,051,850(-)","GTPase-activating protein, putative","2205","No"
"PocGH01_12036400","PocGH01_12036400.1","P. ovale curtisi GH01","PocGH01_12_v1:1,052,324..1,053,883(-)","WD repeat-containing protein, putative","1017","No"
"PocGH01_12036500","PocGH01_12036500.1","P. ovale curtisi GH01","PocGH01_12_v1:1,054,864..1,055,900(+)","conserved Plasmodium protein, unknown function","504","No"
"PocGH01_12036600","PocGH01_12036600.1","P. ovale curtisi GH01","PocGH01_12_v1:1,056,785..1,059,874(-)","conserved Plasmodium protein, unknown function","2817","No"
"PocGH01_12036700","PocGH01_12036700.1","P. ovale curtisi GH01","PocGH01_12_v1:1,065,862..1,072,939(+)","conserved Plasmodium protein, unknown function","7077","No"
"PocGH01_12036800","PocGH01_12036800.1","P. ovale curtisi GH01","PocGH01_12_v1:1,073,463..1,078,295(-)","conserved Plasmodium protein, unknown function","4833","No"
"PocGH01_12036900","PocGH01_12036900.1","P. ovale curtisi GH01","PocGH01_12_v1:1,081,004..1,081,684(+)","conserved Plasmodium protein, unknown function","237","No"
"PocGH01_12037000","PocGH01_12037000.1","P. ovale curtisi GH01","PocGH01_12_v1:1,082,145..1,082,844(-)","mitochondrial fission 1 protein, putative","426","No"
"PocGH01_12037100","PocGH01_12037100.1","P. ovale curtisi GH01","PocGH01_12_v1:1,083,622..1,085,834(-)","conserved Plasmodium protein, unknown function","1674","No"
"PocGH01_12037200","PocGH01_12037200.1","P. ovale curtisi GH01","PocGH01_12_v1:1,086,590..1,094,128(-)","conserved Plasmodium protein, unknown function","7539","No"
"PocGH01_12037300","PocGH01_12037300.1","P. ovale curtisi GH01","PocGH01_12_v1:1,095,500..1,095,901(-)","conserved Plasmodium protein, unknown function","402","No"
"PocGH01_12037400","PocGH01_12037400.1","P. ovale curtisi GH01","PocGH01_12_v1:1,097,717..1,099,436(+)","oxidoreductase, putative","1005","No"
"PocGH01_12037500","PocGH01_12037500.1","P. ovale curtisi GH01","PocGH01_12_v1:1,101,862..1,103,148(+)","phosphoribosylpyrophosphate synthetase, putative","1287","No"
"PocGH01_12037600","PocGH01_12037600.1","P. ovale curtisi GH01","PocGH01_12_v1:1,105,174..1,105,407(+)","U6 snRNA-associated Sm-like protein LSm6, putative","234","No"
"PocGH01_12037700","PocGH01_12037700.1","P. ovale curtisi GH01","PocGH01_12_v1:1,106,290..1,107,240(-)","L-lactate dehydrogenase, putative","951","No"
"PocGH01_12037800","PocGH01_12037800.1","P. ovale curtisi GH01","PocGH01_12_v1:1,109,556..1,111,404(+)","dihydrofolate synthase/folylpolyglutamate synthase, putative","1344","No"
"PocGH01_12037900","PocGH01_12037900.1","P. ovale curtisi GH01","PocGH01_12_v1:1,112,374..1,113,182(-)","SNARE protein, putative","663","No"
"PocGH01_12038000","PocGH01_12038000.1","P. ovale curtisi GH01","PocGH01_12_v1:1,115,250..1,118,576(-)","conserved Plasmodium protein, unknown function","3180","No"
"PocGH01_12038100","PocGH01_12038100.1","P. ovale curtisi GH01","PocGH01_12_v1:1,119,315..1,123,901(+)","DEAD box helicase, putative","3030","No"
"PocGH01_12038200","PocGH01_12038200.1","P. ovale curtisi GH01","PocGH01_12_v1:1,124,498..1,126,008(-)","PRELI domain-containing protein, putative","561","No"
"PocGH01_12038300","PocGH01_12038300.1","P. ovale curtisi GH01","PocGH01_12_v1:1,126,883..1,140,007(+)","conserved Plasmodium protein, unknown function","12675","No"
"PocGH01_12038400","PocGH01_12038400.1","P. ovale curtisi GH01","PocGH01_12_v1:1,141,083..1,142,914(+)","micro-fibrillar-associated protein, putative","1437","No"
"PocGH01_12038500","PocGH01_12038500.1","P. ovale curtisi GH01","PocGH01_12_v1:1,143,886..1,146,483(-)","conserved Plasmodium protein, unknown function","2598","No"
"PocGH01_12038600","PocGH01_12038600.1","P. ovale curtisi GH01","PocGH01_12_v1:1,150,721..1,154,463(+)","conserved Plasmodium protein, unknown function","3741","No"
"PocGH01_12038700","PocGH01_12038700.1","P. ovale curtisi GH01","PocGH01_12_v1:1,154,825..1,155,900(-)","protein BCP1, putative","1074","No"
"PocGH01_12038800","PocGH01_12038800.1","P. ovale curtisi GH01","PocGH01_12_v1:1,156,456..1,160,451(+)","vacuolar protein sorting-associated protein 52, putative","3996","No"
"PocGH01_12038900","PocGH01_12038900.1","P. ovale curtisi GH01","PocGH01_12_v1:1,161,788..1,163,014(-)","glideosome associated protein with multiple membrane spans 1, putative","912","No"
"PocGH01_12039000","PocGH01_12039000.1","P. ovale curtisi GH01","PocGH01_12_v1:1,165,941..1,167,233(-)","conserved protein, unknown function","1293","No"
"PocGH01_12039100","PocGH01_12039100.1","P. ovale curtisi GH01","PocGH01_12_v1:1,168,237..1,169,868(-)","plasmepsin V, putative","1632","No"
"PocGH01_12039200","PocGH01_12039200.1","P. ovale curtisi GH01","PocGH01_12_v1:1,172,421..1,173,786(+)","60S ribosomal protein L23, putative","675","No"
"PocGH01_12039300","PocGH01_12039300.1","P. ovale curtisi GH01","PocGH01_12_v1:1,174,396..1,175,373(-)","N-acetyltransferase, GNAT family, putative","978","No"
"PocGH01_12039400","PocGH01_12039400.1","P. ovale curtisi GH01","PocGH01_12_v1:1,177,368..1,178,087(+)","V-type proton ATPase subunit G, putative","366","No"
"PocGH01_12039500","PocGH01_12039500.1","P. ovale curtisi GH01","PocGH01_12_v1:1,179,804..1,180,827(+)","60S ribosomal protein L6, putative","573","No"
"PocGH01_12039600","PocGH01_12039600.1","P. ovale curtisi GH01","PocGH01_12_v1:1,181,901..1,183,070(+)","beta-hydroxyacyl-ACP dehydratase, putative","684","No"
"PocGH01_12039700","PocGH01_12039700.1","P. ovale curtisi GH01","PocGH01_12_v1:1,183,228..1,185,934(-)","conserved protein, unknown function","792","No"
"PocGH01_12039800","PocGH01_12039800.1","P. ovale curtisi GH01","PocGH01_12_v1:1,187,387..1,187,939(-)","conserved protein, unknown function","342","No"
"PocGH01_12039900","PocGH01_12039900.1","P. ovale curtisi GH01","PocGH01_12_v1:1,189,482..1,190,612(+)","conserved Plasmodium protein, unknown function","1131","No"
"PocGH01_12040000","PocGH01_12040000.1","P. ovale curtisi GH01","PocGH01_12_v1:1,191,394..1,192,914(+)","conserved Plasmodium protein, unknown function","1521","No"
"PocGH01_12040100","PocGH01_12040100.1","P. ovale curtisi GH01","PocGH01_12_v1:1,193,063..1,196,034(-)","palmitoyltransferase DHHC5, putative","2037","No"
"PocGH01_12040200","PocGH01_12040200.1","P. ovale curtisi GH01","PocGH01_12_v1:1,197,232..1,198,594(-)","conserved Plasmodium protein, unknown function","1134","No"
"PocGH01_12040300","PocGH01_12040300.1","P. ovale curtisi GH01","PocGH01_12_v1:1,201,421..1,206,020(+)","conserved Plasmodium protein, unknown function","4077","No"
"PocGH01_12040400","PocGH01_12040400.1","P. ovale curtisi GH01","PocGH01_12_v1:1,206,630..1,217,470(-)","conserved Plasmodium protein, unknown function","9123","No"
"PocGH01_12040500","PocGH01_12040500.1","P. ovale curtisi GH01","PocGH01_12_v1:1,220,229..1,229,617(-)","histone-lysine N-methyltransferase SET2, putative","8634","No"
"PocGH01_12040600","PocGH01_12040600.1","P. ovale curtisi GH01","PocGH01_12_v1:1,233,465..1,235,813(-)","nucleoside-diphosphatase, putative","1620","No"
"PocGH01_12040700","PocGH01_12040700.1","P. ovale curtisi GH01","PocGH01_12_v1:1,239,870..1,240,892(+)","conserved protein, unknown function","1023","No"
"PocGH01_12040800","PocGH01_12040800.1","P. ovale curtisi GH01","PocGH01_12_v1:1,243,402..1,244,752(-)","protein transport protein SFT2, putative","783","No"
"PocGH01_12040900","PocGH01_12040900.1","P. ovale curtisi GH01","PocGH01_12_v1:1,248,914..1,251,965(-)","splicing factor 1, putative","2880","No"
"PocGH01_12041000","PocGH01_12041000.1","P. ovale curtisi GH01","PocGH01_12_v1:1,254,816..1,256,921(-)","conserved Plasmodium protein, unknown function","2106","No"
"PocGH01_12041100","PocGH01_12041100.1","P. ovale curtisi GH01","PocGH01_12_v1:1,258,712..1,260,508(+)","nucleoporin NUP116/NSP116, putative","1797","No"
"PocGH01_12041200","PocGH01_12041200.1","P. ovale curtisi GH01","PocGH01_12_v1:1,261,560..1,261,889(+)","conserved Plasmodium protein, unknown function","330","No"
"PocGH01_12041300","PocGH01_12041300.1","P. ovale curtisi GH01","PocGH01_12_v1:1,263,889..1,265,817(+)","conserved Plasmodium protein, unknown function","1929","No"
"PocGH01_12041400","PocGH01_12041400.1","P. ovale curtisi GH01","PocGH01_12_v1:1,268,243..1,271,200(-)","conserved protein, unknown function","2958","No"
"PocGH01_12041500","PocGH01_12041500.1","P. ovale curtisi GH01","PocGH01_12_v1:1,272,764..1,276,859(-)","CKK domain-containing protein, putative","2742","No"
"PocGH01_12041600","PocGH01_12041600.1","P. ovale curtisi GH01","PocGH01_12_v1:1,278,169..1,279,077(-)","DnaJ protein, putative","909","No"
"PocGH01_12041700","PocGH01_12041700.1","P. ovale curtisi GH01","PocGH01_12_v1:1,280,511..1,282,461(+)","GTPase-activating protein, putative","1764","No"
"PocGH01_12041800","PocGH01_12041800.1","P. ovale curtisi GH01","PocGH01_12_v1:1,283,857..1,284,354(+)","conserved Plasmodium protein, unknown function","498","No"
"PocGH01_12041900","PocGH01_12041900.1","P. ovale curtisi GH01","PocGH01_12_v1:1,284,755..1,285,825(-)","dihydroorotase, putative","1071","No"
"PocGH01_12042000","PocGH01_12042000.1","P. ovale curtisi GH01","PocGH01_12_v1:1,287,048..1,288,845(+)","HSP20-like chaperone, putative","1059","No"
"PocGH01_12042100","PocGH01_12042100.1","P. ovale curtisi GH01","PocGH01_12_v1:1,289,496..1,291,817(-)","DNA-directed RNA polymerase, alpha subunit, putative","2322","No"
"PocGH01_12042200","PocGH01_12042200.1","P. ovale curtisi GH01","PocGH01_12_v1:1,293,274..1,295,508(+)","protein disulfide-isomerase, putative","1632","No"
"PocGH01_12042300","PocGH01_12042300.1","P. ovale curtisi GH01","PocGH01_12_v1:1,296,191..1,297,187(+)","conserved Plasmodium protein, unknown function","660","No"
"PocGH01_12042400","PocGH01_12042400.1","P. ovale curtisi GH01","PocGH01_12_v1:1,297,738..1,301,337(-)","M1-family alanyl aminopeptidase, putative","3222","No"
"PocGH01_12042500","PocGH01_12042500.1","P. ovale curtisi GH01","PocGH01_12_v1:1,301,626..1,304,560(-)","conserved protein, unknown function","1575","No"
"PocGH01_12042600","PocGH01_12042600.1","P. ovale curtisi GH01","PocGH01_12_v1:1,305,864..1,311,103(-)","histone deacetylase, putative","4992","No"
"PocGH01_12042700","PocGH01_12042700.1","P. ovale curtisi GH01","PocGH01_12_v1:1,312,579..1,314,200(+)","protein transport protein YIP1, putative","903","No"
"PocGH01_12042800","PocGH01_12042800.1","P. ovale curtisi GH01","PocGH01_12_v1:1,314,183..1,315,458(-)","pre-mRNA-splicing factor ISY1, putative","621","No"
"PocGH01_12042900","PocGH01_12042900.1","P. ovale curtisi GH01","PocGH01_12_v1:1,316,097..1,322,593(+)","conserved Plasmodium protein, unknown function","6099","No"
"PocGH01_12043000","PocGH01_12043000.1","P. ovale curtisi GH01","PocGH01_12_v1:1,323,627..1,324,523(-)","conserved Plasmodium protein, unknown function","897","No"
"PocGH01_12043100","PocGH01_12043100.1","P. ovale curtisi GH01","PocGH01_12_v1:1,325,314..1,328,412(-)","conserved Plasmodium protein, unknown function","3099","No"
"PocGH01_12043200","PocGH01_12043200.1","P. ovale curtisi GH01","PocGH01_12_v1:1,328,535..1,332,137(-)","conserved Plasmodium protein, unknown function","3603","No"
"PocGH01_12043300","PocGH01_12043300.1","P. ovale curtisi GH01","PocGH01_12_v1:1,333,821..1,336,180(+)","transmembrane protein 43, putative","1350","No"
"PocGH01_12043400","PocGH01_12043400.1","P. ovale curtisi GH01","PocGH01_12_v1:1,337,766..1,339,488(+)","diacylglycerol kinase, putative","1542","No"
"PocGH01_12043500","PocGH01_12043500.1","P. ovale curtisi GH01","PocGH01_12_v1:1,341,188..1,343,306(+)","RAP protein, putative","1527","No"
"PocGH01_12043600","PocGH01_12043600.1","P. ovale curtisi GH01","PocGH01_12_v1:1,343,715..1,346,682(-)","sulfate transporter, putative","2001","No"
"PocGH01_12043700","PocGH01_12043700.1","P. ovale curtisi GH01","PocGH01_12_v1:1,352,980..1,354,583(+)","exported protein 2, putative","837","No"
"PocGH01_12043800","PocGH01_12043800.1","P. ovale curtisi GH01","PocGH01_12_v1:1,356,434..1,357,996(-)","RNA 3'-terminal phosphate cyclase-like protein, putative","1563","No"
"PocGH01_12043900","PocGH01_12043900.1","P. ovale curtisi GH01","PocGH01_12_v1:1,361,307..1,362,126(-)","proteasome subunit beta type-2, putative","588","No"
"PocGH01_12044000","PocGH01_12044000.1","P. ovale curtisi GH01","PocGH01_12_v1:1,364,507..1,367,679(+)","conserved Plasmodium protein, unknown function","3006","No"
"PocGH01_12044100","PocGH01_12044100.1","P. ovale curtisi GH01","PocGH01_12_v1:1,368,026..1,370,005(-)","conserved Plasmodium protein, unknown function","1980","No"
"PocGH01_12044200","PocGH01_12044200.1","P. ovale curtisi GH01","PocGH01_12_v1:1,371,101..1,372,673(+)","RAP protein, putative","1425","No"
"PocGH01_12044300","PocGH01_12044300.1","P. ovale curtisi GH01","PocGH01_12_v1:1,374,461..1,377,795(-)","cGMP-specific 3',5'-cyclic phosphodiesterase delta, putative","2421","No"
"PocGH01_12044400","PocGH01_12044400.1","P. ovale curtisi GH01","PocGH01_12_v1:1,380,462..1,381,337(+)","mitochondrial pyruvate carrier protein 2, putative","393","No"
"PocGH01_12044500","PocGH01_12044500.1","P. ovale curtisi GH01","PocGH01_12_v1:1,381,932..1,382,225(-)","conserved Plasmodium protein, unknown function","294","No"
"PocGH01_12044600","PocGH01_12044600.1","P. ovale curtisi GH01","PocGH01_12_v1:1,383,266..1,384,242(+)","conserved Plasmodium protein, unknown function","522","No"
"PocGH01_12044700","PocGH01_12044700.1","P. ovale curtisi GH01","PocGH01_12_v1:1,384,267..1,391,320(-)","conserved Plasmodium protein, unknown function","6750","No"
"PocGH01_12044800","PocGH01_12044800.1","P. ovale curtisi GH01","PocGH01_12_v1:1,392,309..1,393,343(+)","autophagy-related protein 12, putative","327","No"
"PocGH01_12044900","PocGH01_12044900.1","P. ovale curtisi GH01","PocGH01_12_v1:1,393,669..1,395,212(-)","protein MGET, putative","1245","No"
"PocGH01_12045000","PocGH01_12045000.1","P. ovale curtisi GH01","PocGH01_12_v1:1,395,320..1,396,187(+)","conserved Plasmodium protein, unknown function","489","No"
"PocGH01_12045100","PocGH01_12045100.1","P. ovale curtisi GH01","PocGH01_12_v1:1,396,343..1,396,969(-)","mediator of RNA polymerase II transcription subunit 6, putative","627","No"
"PocGH01_12045200","PocGH01_12045200.1","P. ovale curtisi GH01","PocGH01_12_v1:1,399,138..1,408,398(-)","acetyl-CoA carboxylase, putative","8847","No"
"PocGH01_12045300","PocGH01_12045300.1","P. ovale curtisi GH01","PocGH01_12_v1:1,412,260..1,414,302(+)","conserved Plasmodium protein, unknown function","2043","No"
"PocGH01_12045400","PocGH01_12045400.1","P. ovale curtisi GH01","PocGH01_12_v1:1,415,009..1,416,387(-)","nucleoside transporter 3, putative","1365","Yes"
"PocGH01_12045500","PocGH01_12045500.1","P. ovale curtisi GH01","PocGH01_12_v1:1,419,435..1,420,190(+)","pre-rRNA-processing protein PNO1, putative","756","No"
"PocGH01_12045600","PocGH01_12045600.1","P. ovale curtisi GH01","PocGH01_12_v1:1,421,611..1,422,711(+)","shewanella-like protein phosphatase 1, putative","1101","No"
"PocGH01_12045700","PocGH01_12045700.1","P. ovale curtisi GH01","PocGH01_12_v1:1,423,493..1,424,263(-)","conserved Plasmodium protein, unknown function","771","No"
"PocGH01_12045800","PocGH01_12045800.1","P. ovale curtisi GH01","PocGH01_12_v1:1,425,602..1,426,066(+)","translation initiation factor IF-1, putative","465","No"
