"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Gene has Unmatched Transcripts","Gene Name or Symbol","gene_source_id","Previous ID(s)","Transcript Product Description","# Exons in Gene","# Exons in Transcript","# Transcripts","Annotated 3' UTR length","Annotated 5' UTR length","Gene Strand","Gene Type","Is Pseudo","Transcript Length","Chromosome","Genomic Location (Transcript)","Genomic Sequence ID","Ortholog count","Ortholog Group","Paralog count"
"PBANKA_1425900","PBANKA_1425900.1","Plasmodium berghei ANKA","PbANKA_14_v3:994,424..998,423(+)","conserved protein, unknown function","no","null","PBANKA_1425900","Previous IDs: PB000198.02.0;PBANKA_142590","conserved protein, unknown function","2","2","1","null","null","forward","protein coding","No","3912","14","PbANKA_14_v3:994424..998423(+)","PbANKA_14_v3","44","OG6_533295","0"
"PBANKA_1426000","PBANKA_1426000.1","Plasmodium berghei ANKA","PbANKA_14_v3:998,498..1,001,071(-)","histone-arginine methyltransferase CARM1, putative","no","CARM1","PBANKA_1426000","Previous IDs: PB000200.02.0;PB000958.01.0;PBANKA_142600","histone-arginine methyltransferase CARM1, putative","1","1","1","null","null","reverse","protein coding","No","2574","14","PbANKA_14_v3:998498..1001071(-)","PbANKA_14_v3","44","OG6_139447","0"
"PBANKA_1426100","PBANKA_1426100.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,001,958..1,004,317(-)","conserved protein, unknown function","no","null","PBANKA_1426100","Previous IDs: PB000957.01.0;PB301060.00.0;PBANKA_142610","conserved protein, unknown function","4","4","1","null","null","reverse","protein coding","No","1830","14","PbANKA_14_v3:1001958..1004317(-)","PbANKA_14_v3","44","OG6_106962","0"
"PBANKA_1426200","PBANKA_1426200.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,007,178..1,012,583(-)","CCR4-associated factor 1, putative","no","CAF1","PBANKA_1426200","Previous IDs: PB001232.00.0;PBANKA_142620","CCR4-associated factor 1, putative","1","1","1","null","null","reverse","protein coding","No","5406","14","PbANKA_14_v3:1007178..1012583(-)","PbANKA_14_v3","43","OG6_101138","0"
"PBANKA_1426300","PBANKA_1426300.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,016,003..1,019,586(-)","ER membrane protein complex subunit 1, putative","no","EMC1","PBANKA_1426300","Previous IDs: PB000003.00.0;PBANKA_142630","ER membrane protein complex subunit 1, putative","2","2","1","null","null","reverse","protein coding","No","3372","14","PbANKA_14_v3:1016003..1019586(-)","PbANKA_14_v3","44","OG6_102462","0"
"PBANKA_1426400","PBANKA_1426400.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,020,989..1,022,647(+)","mitochondrial carrier protein, putative","no","null","PBANKA_1426400","Previous IDs: PB001423.02.0;PBANKA_142640","mitochondrial carrier protein, putative","1","1","1","null","null","forward","protein coding","No","1659","14","PbANKA_14_v3:1020989..1022647(+)","PbANKA_14_v3","44","OG6_103707","0"
"PBANKA_1426500","PBANKA_1426500.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,023,394..1,026,236(-)","cullin-1, putative","no","CUL1","PBANKA_1426500","Previous IDs: PB001422.02.0;PB301491.00.0;PBANKA_142650","cullin-1, putative","2","2","1","null","null","reverse","protein coding","No","2535","14","PbANKA_14_v3:1023394..1026236(-)","PbANKA_14_v3","46","OG6_101330","0"
"PBANKA_1426600","PBANKA_1426600.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,028,539..1,029,708(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1426600","Previous IDs: PB000485.02.0;PB300943.00.0;PBANKA_142660","conserved Plasmodium protein, unknown function","2","2","1","null","null","forward","protein coding","No","1041","14","PbANKA_14_v3:1028539..1029708(+)","PbANKA_14_v3","49","OG6_533024","0"
"PBANKA_1426700","PBANKA_1426700.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,030,129..1,032,585(-)","hydroxymethyldihydropterin pyrophosphokinase-dihydropteroate synthase, putative","no","PPPK-DHPS","PBANKA_1426700","Previous IDs: PB000230.00.0;PB000486.02.0;PB301103.00.0;PBANKA_142670","hydroxymethyldihydropterin pyrophosphokinase-dihydropteroate synthase, putative","3","3","1","null","null","reverse","protein coding","No","2043","14","PbANKA_14_v3:1030129..1032585(-)","PbANKA_14_v3","45","OG6_103256","0"
"PBANKA_1426800","PBANKA_1426800.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,033,268..1,034,400(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1426800","Previous IDs: PBANKA_142680","conserved Plasmodium protein, unknown function","6","6","1","null","null","forward","protein coding","No","429","14","PbANKA_14_v3:1033268..1034400(+)","PbANKA_14_v3","42","OG6_532734","0"
"PBANKA_1426900","PBANKA_1426900.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,035,477..1,038,206(-)","ATP-dependent RNA helicase DBP1, putative","no","DBP1","PBANKA_1426900","Previous IDs: PB000057.03.0;PB402307.00.0;PBANKA_142690","ATP-dependent RNA helicase DBP1, putative","1","1","1","null","null","reverse","protein coding","No","2730","14","PbANKA_14_v3:1035477..1038206(-)","PbANKA_14_v3","46","OG6_100461","0"
"PBANKA_1427000","PBANKA_1427000.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,042,035..1,044,315(+)","protein phosphatase PPM7","no","PPM7","PBANKA_1427000","Previous IDs: PB000606.01.0;PB301258.00.0;PBANKA_142700","protein phosphatase PPM7","9","9","1","null","null","forward","protein coding","No","918","14","PbANKA_14_v3:1042035..1044315(+)","PbANKA_14_v3","47","OG6_101369","0"
"PBANKA_1427100","PBANKA_1427100.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,044,656..1,046,443(-)","aquaporin, putative","no","AQP2","PBANKA_1427100","Previous IDs: PB000084.01.0;PB000607.01.0;PBANKA_142710","aquaporin, putative","1","1","1","null","null","reverse","protein coding","No","1788","14","PbANKA_14_v3:1044656..1046443(-)","PbANKA_14_v3","45","OG6_533220","0"
"PBANKA_1427200","PBANKA_1427200.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,049,870..1,052,492(+)","protein phosphatase PPM5","no","PPM5","PBANKA_1427200","Previous IDs: PB000945.02.0;PB301346.00.0;PB301355.00.0;PBANKA_142720","protein phosphatase PPM5","4","4","1","null","null","forward","protein coding","No","1545","14","PbANKA_14_v3:1049870..1052492(+)","PbANKA_14_v3","41","OG6_109210","0"
"PBANKA_1427300","PBANKA_1427300.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,053,463..1,056,246(-)","ABC1 family, putative","no","null","PBANKA_1427300","Previous IDs: PB000944.02.0;PB300309.00.0;PB300747.00.0;PBANKA_142730","ABC1 family, putative","1","1","1","null","null","reverse","protein coding","No","2784","14","PbANKA_14_v3:1053463..1056246(-)","PbANKA_14_v3","43","OG6_101512","0"
"PBANKA_1427400","PBANKA_1427400.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,057,348..1,057,941(+)","apicoplast ribosomal protein L33 precursor, putative","no","null","PBANKA_1427400","Previous IDs: PB000716.03.0;PBANKA_142740","apicoplast ribosomal protein L33 precursor, putative","2","2","1","null","null","forward","protein coding","No","336","14","PbANKA_14_v3:1057348..1057941(+)","PbANKA_14_v3","42","OG6_107404","0"
"PBANKA_1427500","PBANKA_1427500.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,059,077..1,059,343(+)","acyl-CoA binding protein, putative","no","null","PBANKA_1427500","Previous IDs: PB000715.03.0;PBANKA_142750","acyl-CoA binding protein, putative","1","1","1","null","null","forward","protein coding","No","267","14","PbANKA_14_v3:1059077..1059343(+)","PbANKA_14_v3","112","OG6_103494","0"
"PBANKA_1427600","PBANKA_1427600.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,060,277..1,064,153(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1427600","Previous IDs: PB000516.01.0;PB000686.01.0;PBANKA_142760","conserved Plasmodium protein, unknown function","4","4","1","null","null","forward","protein coding","No","3231","14","PbANKA_14_v3:1060277..1064153(+)","PbANKA_14_v3","5","OG6_566589","0"
"PBANKA_1427700","PBANKA_1427700.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,064,943..1,067,063(+)","RuvB-like helicase 1, putative","no","RUVB1","PBANKA_1427700","Previous IDs: PB000515.01.0;PB300634.00.0;PBANKA_142770","RuvB-like helicase 1, putative","5","5","1","null","null","forward","protein coding","No","1524","14","PbANKA_14_v3:1064943..1067063(+)","PbANKA_14_v3","44","OG6_532672","0"
"PBANKA_1427800","PBANKA_1427800.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,069,052..1,085,620(+)","peptidase family C50, putative","no","null","PBANKA_1427800","Previous IDs: PB000196.03.0;PB001191.00.0;PB001217.00.0;PB300375.00.0;PB300592.00.0;PB301047.00.0;PBANKA_142780","peptidase family C50, putative","1","1","1","null","null","forward","protein coding","No","16569","14","PbANKA_14_v3:1069052..1085620(+)","PbANKA_14_v3","36","OG6_150828","0"
"PBANKA_1427900","PBANKA_1427900.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,086,402..1,086,716(+)","histone acetyltransferase subunit NuA4, putative","no","null","PBANKA_1427900","Previous IDs: PB000198.03.0;PBANKA_142790","histone acetyltransferase subunit NuA4, putative","1","1","1","null","null","forward","protein coding","No","315","14","PbANKA_14_v3:1086402..1086716(+)","PbANKA_14_v3","43","OG6_102943","1"
"PBANKA_1428000","PBANKA_1428000.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,087,563..1,090,205(-)","conserved protein, unknown function","no","null","PBANKA_1428000","Previous IDs: PB000197.03.0;PBANKA_142800","conserved protein, unknown function","1","1","1","null","null","reverse","protein coding","No","2643","14","PbANKA_14_v3:1087563..1090205(-)","PbANKA_14_v3","43","OG6_171514","0"
"PBANKA_1428100","PBANKA_1428100.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,093,654..1,096,635(+)","asparagine-rich antigen, putative","no","null","PBANKA_1428100","Previous IDs: PB000136.02.0;PB000266.02.0;PB301292.00.0;PBANKA_142810","asparagine-rich antigen, putative","1","1","1","null","null","forward","protein coding","No","2982","14","PbANKA_14_v3:1093654..1096635(+)","PbANKA_14_v3","16","OG6r1_101150","0"
"PBANKA_1428200","PBANKA_1428200.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,097,208..1,099,529(-)","conserved protein, unknown function","no","null","PBANKA_1428200","Previous IDs: PB000264.02.0;PBANKA_142820","conserved protein, unknown function","1","1","1","null","null","reverse","protein coding","No","2322","14","PbANKA_14_v3:1097208..1099529(-)","PbANKA_14_v3","43","OG6_139510","0"
"PBANKA_1428300","PBANKA_1428300.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,100,129..1,105,113(+)","WD repeat-containing protein, putative","no","null","PBANKA_1428300","Previous IDs: PB000265.02.0;PB000422.03.0;PB001414.02.0;PBANKA_142830","WD repeat-containing protein, putative","9","9","1","null","null","forward","protein coding","No","3675","14","PbANKA_14_v3:1100129..1105113(+)","PbANKA_14_v3","43","OG6_104291","0"
"PBANKA_1428400","PBANKA_1428400.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,106,374..1,107,249(+)","tetratricopeptide repeat protein, putative","no","null","PBANKA_1428400","Previous IDs: PB001413.02.0;PBANKA_142840","tetratricopeptide repeat protein, putative","1","1","1","null","null","forward","protein coding","No","876","14","PbANKA_14_v3:1106374..1107249(+)","PbANKA_14_v3","42","OG6_125373","0"
"PBANKA_1428500","PBANKA_1428500.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,108,244..1,109,995(-)","glycerol-3-phosphate 1-O-acyltransferase, putative","no","null","PBANKA_1428500","Previous IDs: PB001411.02.0;PBANKA_142850","glycerol-3-phosphate 1-O-acyltransferase, putative","1","1","1","null","null","reverse","protein coding","No","1752","14","PbANKA_14_v3:1108244..1109995(-)","PbANKA_14_v3","43","OG6_105381","0"
"PBANKA_1428600","PBANKA_1428600.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,112,346..1,113,360(-)","SND2 domain-containing protein, putative","no","null","PBANKA_1428600","Previous IDs: PBANKA_142860","SND2 domain-containing protein, putative","4","4","1","null","null","reverse","protein coding","No","456","14","PbANKA_14_v3:1112346..1113360(-)","PbANKA_14_v3","45","OG6_103372","0"
"PBANKA_1428700","PBANKA_1428700.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,114,547..1,118,338(-)","eukaryotic translation initiation factor 3 subunit A, putative","no","EIF3A","PBANKA_1428700","Previous IDs: PB000555.01.0;PB001412.02.0;PB300639.00.0;PBANKA_142870","eukaryotic translation initiation factor 3 subunit A, putative","1","1","1","null","null","reverse","protein coding","No","3792","14","PbANKA_14_v3:1114547..1118338(-)","PbANKA_14_v3","46","OG6_102668","0"
"PBANKA_1428800","PBANKA_1428800.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,121,810..1,122,775(+)","succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial, putative","no","SDHB","PBANKA_1428800","Previous IDs: PB000191.02.0;PBANKA_142880","succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial, putative","1","1","1","null","null","forward","protein coding","No","966","14","PbANKA_14_v3:1121810..1122775(+)","PbANKA_14_v3","43","OG6_100664","0"
"PBANKA_1428900","PBANKA_1428900.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,124,423..1,127,395(-)","bromodomain protein 2, putative","no","BDP2","PBANKA_1428900","Previous IDs: PB000190.02.0;PBANKA_142890","bromodomain protein 2, putative","1","1","1","null","null","reverse","protein coding","No","2973","14","PbANKA_14_v3:1124423..1127395(-)","PbANKA_14_v3","39","OG6_127990","0"
"PBANKA_1428980","PBANKA_1428980.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,130,857..1,131,020(-)","U1 spliceosomal RNA","no","null","PBANKA_1428980","Previous IDs: PBANKA_142898;berg14:ncRNA:rfamscan:1079396-1079559","U1 spliceosomal RNA","1","1","1","null","null","reverse","snRNA encoding","No","164","14","PbANKA_14_v3:..(-)","PbANKA_14_v3","0","N/A (gene not protein coding)","0"
"PBANKA_1429000","PBANKA_1429000.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,132,168..1,133,025(+)","mediator of RNA polymerase II transcription subunit 18, putative","no","MED18","PBANKA_1429000","Previous IDs: PB000165.03.0;PBANKA_142900","mediator of RNA polymerase II transcription subunit 18, putative","1","1","1","null","null","forward","protein coding","No","858","14","PbANKA_14_v3:1132168..1133025(+)","PbANKA_14_v3","47","OG6_171396","0"
"PBANKA_1429100","PBANKA_1429100.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,133,261..1,133,769(-)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1429100","Previous IDs: PBANKA_142910","conserved Plasmodium protein, unknown function","2","2","1","null","null","reverse","protein coding","No","339","14","PbANKA_14_v3:1133261..1133769(-)","PbANKA_14_v3","42","OG6_533604","0"
"PBANKA_1429200","PBANKA_1429200.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,134,353..1,136,104(-)","kelch domain-containing protein, putative","no","S20","PBANKA_1429200","Previous IDs: PB000164.03.0;PB300556.00.0;PB301418.00.0;PBANKA_142920","kelch domain-containing protein, putative","1","1","1","null","null","reverse","protein coding","No","1752","14","PbANKA_14_v3:1134353..1136104(-)","PbANKA_14_v3","44","OG6_170516","0"
"PBANKA_1429300","PBANKA_1429300.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,138,408..1,140,487(+)","integral membrane protein GPR180, putative","no","null","PBANKA_1429300","Previous IDs: PB000768.01.0;PB001199.02.0;PB300586.00.0;PB300699.00.0;PBANKA_142930","integral membrane protein GPR180, putative","2","2","1","null","null","forward","protein coding","No","1953","14","PbANKA_14_v3:1138408..1140487(+)","PbANKA_14_v3","44","OG6_109480","0"
"PBANKA_1429400","PBANKA_1429400.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,142,028..1,142,309(+)","dynein light chain 1, putative","no","null","PBANKA_1429400","Previous IDs: PB001200.02.0;PBANKA_142940","dynein light chain 1, putative","1","1","1","null","null","forward","protein coding","No","282","14","PbANKA_14_v3:1142028..1142309(+)","PbANKA_14_v3","43","OG6_101264","0"
"PBANKA_1429500","PBANKA_1429500.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,143,205..1,144,005(-)","DNA-directed RNA polymerases I, II, and III subunit RPABC3, putative","no","RPB8","PBANKA_1429500","Previous IDs: PB001201.02.0;PB300648.00.0;PBANKA_142950","DNA-directed RNA polymerases I, II, and III subunit RPABC3, putative","3","3","1","null","null","reverse","protein coding","No","432","14","PbANKA_14_v3:1143205..1144005(-)","PbANKA_14_v3","44","OG6_102056","0"
"PBANKA_1429600","PBANKA_1429600.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,144,686..1,146,953(-)","proline--tRNA ligase","no","PRS","PBANKA_1429600","Previous IDs: PB001198.02.0;PB001269.02.0;PB300647.00.0;PBANKA_142960","proline--tRNA ligase","1","1","1","null","null","reverse","protein coding","No","2268","14","PbANKA_14_v3:1144686..1146953(-)","PbANKA_14_v3","44","OG6_100749","0"
"PBANKA_1429700","PBANKA_1429700.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,148,810..1,151,495(-)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1429700","Previous IDs: PB001270.02.0;PBANKA_142970","conserved Plasmodium protein, unknown function","2","2","1","null","null","reverse","protein coding","No","2496","14","PbANKA_14_v3:1148810..1151495(-)","PbANKA_14_v3","44","OG6_101778","0"
"PBANKA_1429800","PBANKA_1429800.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,153,036..1,153,638(-)","conserved protein, unknown function","no","null","PBANKA_1429800","Previous IDs: PB001273.02.0;PBANKA_142980","conserved protein, unknown function","2","2","1","null","null","reverse","protein coding","No","420","14","PbANKA_14_v3:1153036..1153638(-)","PbANKA_14_v3","44","OG6_160743","0"
"PBANKA_1429900","PBANKA_1429900.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,154,547..1,158,825(+)","GPI ethanolamine phosphate transferase 3, putative","no","PIGO","PBANKA_1429900","Previous IDs: PB001268.02.0;PBANKA_142990","GPI ethanolamine phosphate transferase 3, putative","4","4","1","null","null","forward","protein coding","No","3879","14","PbANKA_14_v3:1154547..1158825(+)","PbANKA_14_v3","45","OG6_102855","0"
"PBANKA_1430000","PBANKA_1430000.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,159,377..1,160,057(-)","histone-lysine N-methyltransferase, putative","no","SET5","PBANKA_1430000","Previous IDs: PB001274.02.0;PBANKA_143000","histone-lysine N-methyltransferase, putative","2","2","1","null","null","reverse","protein coding","No","531","14","PbANKA_14_v3:1159377..1160057(-)","PbANKA_14_v3","43","OG6_115588","0"
"PBANKA_1430100","PBANKA_1430100.1","Plasmodium berghei ANKA","PbANKA_14_v3:1,160,815..1,162,583(-)","geranylgeranyl transferase type-2 subunit beta, putative","no","null","PBANKA_1430100","Previous IDs: PB001272.02.0;PB301058.00.0;PBANKA_143010","geranylgeranyl transferase type-2 subunit beta, putative","2","2","1","null","null","reverse","protein coding","No","1605","14","PbANKA_14_v3:1160815..1162583(-)","PbANKA_14_v3","44","OG6_156439","0"
